1	4	6	67	85	92	198
103505	V3Si0.76Be0.24	V3Si0.76Be0.24		K	15.6	PRENUM PRESS 1973
103506	V3Si0.99Be0.01	V3Si0.99Be0.01		K	16.6	PRENUM PRESS 1973
103507	V3Si0.9Ge0.1	V3Si0.9Ge0.1		K	14	PRENUM PRESS 1973
103508	V3Si0.1Ga0.9	V3Si0.1Ga0.9		K	10.6	PRENUM PRESS 1973
103509	V3Si0.25Ga0.75	V3Si0.25Ga0.75		K	8.1	PRENUM PRESS 1973
103510	V2.67Pd0.33Si1	V2.67Pd0.33Si1		K	7.5	PRENUM PRESS 1973
103511		V2.979Co0.021Si1		K	16.4	PRENUM PRESS 1973
103512		V2.7Ru0.3Si1		K	2.9	PRENUM PRESS 1973
103513		V2.94Fe0.06Si1		K	13.4	PRENUM PRESS 1973
103514		V2.808Re0.192Si1		K	4.7	PRENUM PRESS 1973
103516	 (V,Mn)3Si	V2.49Mn0.42Si1		K	8.1	PRENUM PRESS 1973
103517		V3Si0.46Ga0.54		K	7.4	PRENUM PRESS 1973
103518		V3Si0.5Ga0.5		K	8.6	PRENUM PRESS 1973
103519		V3Si0.52Ga0.48		K	7.8	PRENUM PRESS 1973
103520		V3Si0.68Ga0.32		K	9.4	PRENUM PRESS 1973
103521		V3Si0.72Ga0.28		K	10.5	PRENUM PRESS 1973
103522		V3Si0.79Ga0.21		K	10.7	PRENUM PRESS 1973
103523		V3Si0.87Ga0.13		K	13.3	PRENUM PRESS 1973
103524		V3Si0.6Al0.4		K	10.1	PRENUM PRESS 1973
103525		V3Si0.76Al0.24		K	11.2	PRENUM PRESS 1973
103526		V3Si0.8Al0.2		K	14	PRENUM PRESS 1973
103527		V3Si0.98Al0.02		K	16.12	PRENUM PRESS 1973
103528		V3Si0.9Al0.1		K	14	PRENUM PRESS 1973
103529	(V,Ti)3Ga 	V2.754Ti0.246Ga1		K	13.4	PRENUM PRESS 1973
103530		V2.79Ce0.21Ga1		K	7.5	PRENUM PRESS 1973
103531		V2.778La0.222Ga1		K	7.8	PRENUM PRESS 1973
103532		V2.67Ir0.33Jr1		K	11.39	PRENUM PRESS 1973
103533		V3Si0.986Sb0.014		K	10.5	PRENUM PRESS 1973
103534		V3Si0.2Sn0.8		K	6.4	PRENUM PRESS 1973
103535		V3Si0.4Sn0.6		K	9.8	PRENUM PRESS 1973
103536		V3Si0.6Sn0.4		K	9.7	PRENUM PRESS 1973
103537		V3Si0.8Sn0.2		K	12.85	PRENUM PRESS 1973
103538		V3Si0.2Ge0.8		K	6.1	PRENUM PRESS 1973
103539		V3Si0.4Ge0.6		K	7.2	PRENUM PRESS 1973
103540		V3Si0.6Ge0.4		K	8.7	PRENUM PRESS 1973
103541		V2.793Ni0.207Ga1		K	11.9	PRENUM PRESS 1973
103542		V2.781Co0.219Ga1		K	8.4	PRENUM PRESS 1973
103543		V2.865Fe0.135Ga1		K	10.1	PRENUM PRESS 1973
103544		V2.928Re0.072Ga1		K	10.8	PRENUM PRESS 1973
103545		V2.898Mn0.102Ga1		K	9	PRENUM PRESS 1973
103546		V2.883W0.117Ga1		K	11.5	PRENUM PRESS 1973
103547		V2.799Mo0.201Ga1		K	11.7	PRENUM PRESS 1973
103548		V2.799Cr0.201Ga1		K	12.6	PRENUM PRESS 1973
103549		V2.802Ta0.198Ga1		K	12.3	PRENUM PRESS 1973
103550		V2.814Nb0.186Ga1		K	13.5	PRENUM PRESS 1973
103551		V2.739Hf0.261Ga1		K	6.4	PRENUM PRESS 1973
103552		V2.742Zr0.258Ga1		K	9.9	PRENUM PRESS 1973
103553		V0.5Nb2.5Sn1		K	14.2	PRENUM PRESS 1973
103554		V1Nb2Sn1		K	9.8	PRENUM PRESS 1973
103555		V1.5Nb1.5Sb1		K	7.4	PRENUM PRESS 1973
103556		V2Nb1Sn1		K	5.5	PRENUM PRESS 1973
103557		V3Ga0.975Bi0.025		K	14.7	PRENUM PRESS 1973
103558		V3Ga0.793Sb0.207		K	6.9	PRENUM PRESS 1973
103559		V0.003Ga0.974Pb0.026		K	13.2	PRENUM PRESS 1973
103560		V3Ga0.78Sn0.22		K	6.9	PRENUM PRESS 1973
103561		V3Ga0.957Ge0.043		K	13.1	PRENUM PRESS 1973
103562		V3Ga0.937In0.063		K	11.5	PRENUM PRESS 1973
103563		V3Ga0.994Cd0.006		K	11.2	PRENUM PRESS 1973
103564		V3Ga0.999Zn0.001		K	10.2	PRENUM PRESS 1973
103565		Nb3Sn0.8Ga0.2		K	17.8	PRENUM PRESS 1973
103566		Nb3Sn0.9Ga0.1		K	18.1	PRENUM PRESS 1973
103567		Nb2.85Mo0.15Al1		K	13.4	PRENUM PRESS 1973
103568		Nb1.71V1.29Au1		K	1.6	PRENUM PRESS 1973
103569		Nb2.01V0.99Au1		K	2.9	PRENUM PRESS 1973
103570		Nb2.25V0.75Au1		K	3	PRENUM PRESS 1973
103571		Nb2.49V0.51Au1		K	4.6	PRENUM PRESS 1973
103572		Nb2.55V0.45Au1		K	5.1	PRENUM PRESS 1973
103573		Nb2.9V0.3Au1		K	6.5	PRENUM PRESS 1973
103574		Nb2.85V0.15Au1		K	8.4	PRENUM PRESS 1973
103575		V1Ta2Sn1		K	3.7	PRENUM PRESS 1973
103576		V2Ta1Sn1		K	2.8	PRENUM PRESS 1973
103577		Nb3Rh0.02Au0.98		K	11.9	PRENUM PRESS 1973
103578		Nb3Rh0.05Au0.95		K	11	PRENUM PRESS 1973
103579		Nb3Rh0.1Au0.9		K	10.8	PRENUM PRESS 1973
103580		Nb3Rh0.3Au0.7		K	9.5	PRENUM PRESS 1973
103581		Nb3Rh0.5Au0.5		K	6.6	PRENUM PRESS 1973
103582		Nb3Rh0.7Au0.3		K	4.6	PRENUM PRESS 1973
103583		Nb3Sn0.56Ge0.44		K	6.8	PRENUM PRESS 1973
103584		Nb3Sn0.73Ge0.27		K	8.2	PRENUM PRESS 1973
103585		Nb3Sn0.81Ge0.19		K	14.3	PRENUM PRESS 1973
103586		Nb3Sn0.2Ga0.8		K	13.1	PRENUM PRESS 1973
103587		Nb3Sn0.4Ga0.6		K	14.6	PRENUM PRESS 1973
103588		Nb3Sn0.6Ga0.4		K	16	PRENUM PRESS 1973
103589		Nb3Sn0.98Al0.02		K	17.9	PRENUM PRESS 1973
103590		Nb1Ta2Sn1		K	10.8	PRENUM PRESS 1973
103591		Nb2Ta1Sn1		K	16.4	PRENUM PRESS 1973
103592		Nb2.5Ta0.5Sn1		K	17.6	PRENUM PRESS 1973
103593		Nb2.75Ta0.25Sn1		K	17.8	PRENUM PRESS 1973
103594		Nb0.9Mo2.1Al1		K	2.73	PRENUM PRESS 1973
103595		Nb1.2Mo1.8Al1		K	4.2	PRENUM PRESS 1973
103596		Nb1.5Mo1.5Al1		K	4.9	PRENUM PRESS 1973
103597		Nb2.1Mo0.9Al1		K	8.3	PRENUM PRESS 1973
103598		Nb2.7Mo0.3Al1		K	11.4	PRENUM PRESS 1973
103599		Nb3Rh0.95Co0.05		K	1.96	PRENUM PRESS 1973
103600		Nb3Rh0.98Co0.02		K	2.28	PRENUM PRESS 1973
103601		Nb3Sn0.1Al0.9		K	16.1	PRENUM PRESS 1973
103602		Nb3Sn0.2Al0.8		K	14.6	PRENUM PRESS 1973
103603		Nb3Sn0.4Al0.6		K	13.6	PRENUM PRESS 1973
103604		Nb3Sn0.5Al0.5		K	16.3	PRENUM PRESS 1973
103605		Nb3Sn0.6Al0.4		K	15.1	PRENUM PRESS 1973
103606		Nb3Sn0.61Al0.39		K	14.1	PRENUM PRESS 1973
103607		Nb3Sn0.8Al0.2		K	16.9	PRENUM PRESS 1973
103608		Nb3Sn0.81Al0.19		K	14.6	PRENUM PRESS 1973
103609		Nb3Sn0.9Al0.1		K	18.4	PRENUM PRESS 1973
103610		Nb3Sn0.92Al0.08		K	17.9	PRENUM PRESS 1973
103611		Nb3Sn0.94Al0.06		K	18	PRENUM PRESS 1973
103612		Nb3Sn0.96Al0.04		K	18	PRENUM PRESS 1973
103613		Nb3Al0.81Ge0.19		K	17.6	PRENUM PRESS 1973
103617		Nb3Sn0.3Sb0.7		K	6.8	PRENUM PRESS 1973
103618		Nb3Sn0.35Sb0.65		K	10.5	PRENUM PRESS 1973
103619		Nb3Sn0.4Sb0.6		K	12.4	PRENUM PRESS 1973
103620		Nb3Sn0.6Sb0.4		K	15.8	PRENUM PRESS 1973
103621		Nb3Sn0.8Ge0.2		K	18	PRENUM PRESS 1973
103622		Nb3Sn0.39Ge0.61		K	7.6	PRENUM PRESS 1973
103623		Nb3Sn0.5Ge0.5		K	12.6	PRENUM PRESS 1973
103624		Nb3Sn0.5Zr0.5		K	16.5	PRENUM PRESS 1973
103625		Nb3Rh0.9Co0.1		K	1.9	PRENUM PRESS 1973
103626		Nb3Rh0.9Au0.1		K	2.7	PRENUM PRESS 1973
103627		Nb3Rh0.95Au0.05		K	2.52	PRENUM PRESS 1973
103628		Nb3Rh0.98Au0.02		K	2.53	PRENUM PRESS 1973
103629		Nb3Si0.5Sn0.5		K	8.3	PRENUM PRESS 1973
103630		Nb3Si0.6Sn0.4		K	6.5	PRENUM PRESS 1973
103631		Nb3In0.5Zr0.5		K	6.4	PRENUM PRESS 1973
103632		Nb3Ge0.5Ga0.5		K	7.3	PRENUM PRESS 1973
103633		Nb3Al0.39Ge0.61		K	7.3	PRENUM PRESS 1973
103634		Nb3Al0.5Ge0.5		K	12.6	PRENUM PRESS 1973
103635		Nb3Al0.55Ge0.45		K	11.7	PRENUM PRESS 1973
103636		Nb3Al0.62Ge0.38		K	17.2	PRENUM PRESS 1973
103639		Nb3Rh0.7Os0.3		K	1.7	PRENUM PRESS 1973
103640		Nb3Rh0.9Os0.1		K	2.3	PRENUM PRESS 1973
103641		Nb3Rh0.95Os0.05		K	2.39	PRENUM PRESS 1973
103642		Nb3Rh0.98Os0.02		K	2.42	PRENUM PRESS 1973
103643		Nb3Rh0.9Pd0.1		K	2.55	PRENUM PRESS 1973
103644		Nb3Rh0.95Pd0.05		K	2.49	PRENUM PRESS 1973
103645		Nb3Rh0.98Pd0.02		K	2.5	PRENUM PRESS 1973
103646		Nb3Rh0.9Ru0.1		K	2.44	PRENUM PRESS 1973
103647		Nb3Rh0.95Ru0.05		K	2.42	PRENUM PRESS 1973
103648		Nb3Rh0.98Ru0.02		K	2.42	PRENUM PRESS 1973
103649		Nb77.3Sn18.1Al2.3Ge2.3		K	13	PRENUM PRESS 1973
103650		Nb1Ta1V1Sn1		K	6.2	PRENUM PRESS 1973
103651		Nb2Ta0.5V0.5Sn1		K	12.2	PRENUM PRESS 1973
103652		Nb3Rh0.02Pt0.98		K	9.6	PRENUM PRESS 1973
103653		Nb3Rh0.05Pt0.95		K	8.9	PRENUM PRESS 1973
103654		Nb3Rh0.1Pt0.9		K	7.9	PRENUM PRESS 1973
103655		Nb3Rh0.3Pt0.7		K	7.4	PRENUM PRESS 1973
103656		Nb3Rh0.5Pt0.5		K	6.25	PRENUM PRESS 1973
103657		Nb3Rh0.7Pt0.3		K	5.1	PRENUM PRESS 1973
103658		Nb3Rh0.9Pt0.1		K	2.8	PRENUM PRESS 1973
103659		Nb3Rh0.95Pt0.05		K	2.53	PRENUM PRESS 1973
103660		Nb3Rh0.98Pt0.02		K	2.52	PRENUM PRESS 1973
103661		Nb78.5Sn2.2Al9.6Ge9.6		K	12.7	PRENUM PRESS 1973
103662		Nb79.2Sn5.2Al5.2Ge10.4		K	10.9	PRENUM PRESS 1973
103663		Nb79.1Sn9.4Al2.1Ge9.4		K	8.2	PRENUM PRESS 1973
103664		Nb78.5Sn2.2Al12.8Ge6.5		K	17	PRENUM PRESS 1973
103665		Nb77.5Sn5.6Al11.3Ge5.6		K	15.2	PRENUM PRESS 1973
103666		Nb78.1Sn7.3Al7.3Ge7.3		K	12.5	PRENUM PRESS 1973
103667		Nb77.9Sn11.1Al5.5Ge5.5		K	13	PRENUM PRESS 1973
103668		Nb78.4Sn12.9Al2.2Ge6.5		K	13.3	PRENUM PRESS 1973
103669		Nb76Sn2.4Al19.2Ge2.4		K	16	PRENUM PRESS 1973
103670		Nb76.3Sn7.1Al14.3Ge2.3		K	13.9	PRENUM PRESS 1973
103671		Nb76.3Sn10.5Ge2.3Al10.9		K	14.4	PRENUM PRESS 1973
103672		Nb77Sn13.8Al6.9Ge2.3		K	13.3	PRENUM PRESS 1973
103673		Ag2F1		K	0.066	PRENUM PRESS 1973
103674		Ag7F1O8		K	0.3	PRENUM PRESS 1973
103675		Ag7O11N1		K	1.04	PHYS.REV.LETT.,17(1966)917
103677		Ag7Bf4O8		K	0.15	PRENUM PRESS 1973
103678		Si21.75V69.43		K	16.2	PRENUM PRESS 1973
103679		Si23.27V75.15		K	15.94	PRENUM PRESS 1973
103680		Si22.5V75		K	16.4	PRENUM PRESS 1973
103681		Si23.8V74.65		K	16.5	PRENUM PRESS 1973
103682		Nb80.7Sn1.9Al1.9Ge15.5		K	7.8	PRENUM PRESS 1973
103683		Nb79.5Sn2.1Al6.1Ge12.3		K	9.4	PRENUM PRESS 1973
103684		Nb79.7Sn6.1Al2Ge12.2		K	7.15	PRENUM PRESS 1973
103685		Ag0.1In0.9Te1	NaCl	K	1.2	PRENUM PRESS 1973
103686		Al2C1Mo3	beta-Mn	K	10	PRENUM PRESS 1973
103687		Al1Au4	beta-Mn	K	0.4	PRENUM PRESS 1973
103688		Ag0.94Tl0.06		K	2.32	PRENUM PRESS 1973
103689		Ag0.03Tl0.97		K	2.67	PRENUM PRESS 1973
103692	AgO8F0.25(NO3)0.75 	Ag7N0.75O10.25F0.25		K	0.85	PHYS.REV.LETT.,17(1966)917
103693		Ag1In2	CuAl2	K	2.4	PRENUM PRESS 1973
103696		Ag0.8Ga0.2		K	6.5	PRENUM PRESS 1973
103699		Al0.8Ge0.2Nb3	Cr3Si(A15)	K	20.7	PRENUM PRESS 1973
103700		Al0.5Ge0.5Nb1	Cr3Si(A15)	K	12.6	PRENUM PRESS 1973
103702		Al0.131Cr0.088V0.781		K	1.46	PRENUM PRESS 1973
103703		Al2Ca1Si1		K	5.8	PRENUM PRESS 1973
103704		Al2C1Mo3		K	9.8	PRENUM PRESS 1973
103705		Al1	Cu	K	1.17	PRENUM PRESS 1973
103706		Al1		K	1.3	PRENUM PRESS 1973
103708		Ag0.2In0.8Te1	NaCl	K	0.77	PRENUM PRESS 1973
103709		As1Bi1Pb1		K	9	PRENUM PRESS 1973
103711		Al0.108V0.892		K	1.82	PRENUM PRESS 1973
103714		Al2Pt1	CaF2	K	0.48	PRENUM PRESS 1973
103715		Al1Pb1		K	1.2	PRENUM PRESS 1973
103717		Al2N1Nb3	beta-Mn	K	1.3	PRENUM PRESS 1973
103720		Al2Mg2		K	0.84	PRENUM PRESS 1973
103721		As1Sn1	NaCl	K	3.41	PRENUM PRESS 1973
103723		As1Rh1.4		K	0.03	PRENUM PRESS 1973
103725		As1Pd5		K	0.46	PRENUM PRESS 1973
103729		As0.5Ni0.06Pd0.44		K	1.39	PRENUM PRESS 1973
103730		As0.5In1Te0.5	NaCl	K	0.44	PRENUM PRESS 1973
103731		As0.33In1Te0.67	NaCl	K	0.85	PRENUM PRESS 1973
103732		As1Bi1Pb1Sb1		K	9	PRENUM PRESS 1973
103733		Au1Nb3	W	K	1.2	PRENUM PRESS 1973
103736		Au1In1		K	0.4	PRENUM PRESS 1973
103737		Au0.4Ge0.6		K	0.32	PRENUM PRESS 1973
103744		As2Sn3		K	3.5	PRENUM PRESS 1973
103746		Au1Th2	CuAl2	K	3.08	PRENUM PRESS 1973
103748		Au5Sn1	Mg	K	0.7	PRENUM PRESS 1973
103752		Au1Pb3		K	4.25	PRENUM PRESS 1973
103756		Au0.02Nb3Rh0.98	Cr3Si(A15)	K	2.53	PRENUM PRESS 1973
103761		B6La1		K	5.7	PRENUM PRESS 1973
103763		B1C1Mo2		K	5.3	PRENUM PRESS 1973
103764		B0.03C0.51Mo0.47		K	12.5	PRENUM PRESS 1973
103765		B1C1Mo2		K	5.4	PRENUM PRESS 1973
103768		Au1V3	Cr3Si(A15)	K	0.74	PRENUM PRESS 1973
103769		Ba0.13O3W1		K	1.9	PRENUM PRESS 1973
103771		B12Zr1		K	5.82	PRENUM PRESS 1973
103773		B12Y1		K	4.7	PRENUM PRESS 1973
103779		B0.3Ru0.7	Fe3Th7	K	2.58	PRENUM PRESS 1973
103781		Bi1Co1		K	0.42	PRENUM PRESS 1973
103782		Bi0.5Cd0.25Pb0.25Sn0.12		K	8.2	PRENUM PRESS 1973
103784		Be1W1		K	4.1	PRENUM PRESS 1973
103785		Be22W1		K	4.12	PRENUM PRESS 1973
103787		Be0.957Re0.043		K	9.62	PRENUM PRESS 1973
103788		Be9.8Re0.02		K	9.5	PRENUM PRESS 1973
103789		Be8Nb5Zr2		K	5.2	PRENUM PRESS 1973
103790		Be22Mo1		K	2.51	PRENUM PRESS 1973
103792		Ba0.14O3W1		K	1.25	PRENUM PRESS 1973
103794		Bi2Ir1		K	3	PRENUM PRESS 1973
103795		Bi2Ir1		K	1.7	PRENUM PRESS 1973
103798		Bi0.34In0.66		K	4	PRENUM PRESS 1973
103799		Bi0.15In0.85		K	5.3	PRENUM PRESS 1973
103800		Bi10.1In0.9		K	5.05	PRENUM PRESS 1973
103801		Bi0.05In0.95		K	4.65	PRENUM PRESS 1973
103802		Bi0.019In0.981		K	3.86	PRENUM PRESS 1973
103805		Bi0.5Pb0.25Sn0.26		K	8.5	PRENUM PRESS 1973
103806		Bi0.5Pb0.31Sn0.19		K	8.5	PRENUM PRESS 1973
103807		Bi1Pb1Sb1		K	8.9	PRENUM PRESS 1973
103808		Bi0.06Pb0.95		K	7.35	PRENUM PRESS 1973
103809		Bi3Ni1		K	4.06	PRENUM PRESS 1973
103811		Bi1Nb3	Cr3Si(A15)	K	3.05	PRENUM PRESS 1973
103814		Bi4Mg1		K	0.7	PRENUM PRESS 1973
103815		Bi1Li1		K	2.47	PRENUM PRESS 1973
103819		Bi1Pt1Te1	FeS2(pyrite)	K	1.15	PRENUM PRESS 1973
103820		Bi1Pt1Se1	FeS2(pyrite)	K	1.45	PRENUM PRESS 1973
103821		Bi1Pt1	NiAs	K	1.21	PRENUM PRESS 1973
103822		Bi1Pd1Te1	FeS2(pyrite)	K	1.2	PRENUM PRESS 1973
103823		Bi1Pd1Se1	FeS2(pyrite)	K	1	PRENUM PRESS 1973
103825		Bi2Pd1		K	1.7	PRENUM PRESS 1973
103826		Pt1Pd1		K	3.7	PRENUM PRESS 1973
103827		Bi0.4Pd0.6		K	3.7	PRENUM PRESS 1973
103828		Bi1Pd2		K	4.2	PRENUM PRESS 1973
103830		Bi0.26Tl0.74		K	4.15	PRENUM PRESS 1973
103831		Bi0.26Tl0.74		K	4.4	PRENUM PRESS 1973
103833		Bi3Te1		K	0.75	PRENUM PRESS 1973
103838		Bi3Rh1		K	3.2	PRENUM PRESS 1973
103839		Bi1Rh1	NiAs	K	2.06	PRENUM PRESS 1973
103841		C1Hf0.4Nb0.6	NaCl	K	5.6	PRENUM PRESS 1973
103842		C1Hf0.5Nb0.5	NaCl	K	4.8	PRENUM PRESS 1973
103843		C1Hf0.6Nb0.4	NaCl	K	4.5	PRENUM PRESS 1973
103844		C1Hf0.7Nb0.3	NaCl	K	6.1	PRENUM PRESS 1973
103845		C1Hf0.25Mo0.75	NaCl	K	6.6	PRENUM PRESS 1973
103846		C1Hf0.3Mo0.7	NaCl	K	5.5	PRENUM PRESS 1973
103847		C1Hf0.5Mo0.5	NaCl	K	3.4	PRENUM PRESS 1973
103848		C1Ga1Mo2		K	3.7	PRENUM PRESS 1973
103849		C8K1		K	0.55	PRENUM PRESS 1973
103851		Bi0.3Zn0.7		K	1.51	PRENUM PRESS 1973
103853		C1Mo0.5Ta0.5	NaCl	K	7.7	PRENUM PRESS 1973
103854		C1Mo0.2Ta0.8	NaCl	K	7.5	PRENUM PRESS 1973
103855		C0.6Mo4.8Si3	Mn5Si3	K	7.6	PRENUM PRESS 1973
103856		C0.44Mo0.56	NaCl	K	1.3	PRENUM PRESS 1973
103857		C1Mo2		K	12.2	PRENUM PRESS 1973
103858		C1Mo1		K	6.5	PRENUM PRESS 1973
103859		C0.4Mo0.6		K	9	PRENUM PRESS 1973
103860		C8K1		K	0.39	PRENUM PRESS 1973
103861		C1K1		K	0.55	PRENUM PRESS 1973
103862		C1Hf0.9Ta0.1	NaCl	K	5	PRENUM PRESS 1973
103863		C1Hf0.8Nb0.8	NaCl	K	7.8	PRENUM PRESS 1973
103864		C1Hf0.25Nb0.75	NaCl	K	7	PRENUM PRESS 1973
103865		C1Nb0.1Zr0.9	NaCl	K	4.2	PRENUM PRESS 1973
103866		C1Nb0.6W0.4	NaCl	K	12.5	PRENUM PRESS 1973
103868		C0.7Nb0.3	NaCl	K	6	PRENUM PRESS 1973
103869		C1Nb1		K	14	PRENUM PRESS 1973
103870		C0.984Nb1	NaCl	K	9.8	PRENUM PRESS 1973
103871		C1Nb1		K	7.5	PRENUM PRESS 1973
103872		C0.1N0.9Nb1		K	8.5	PRENUM PRESS 1973
103873		C1Mo0.83Ti0.17	NaCl	K	10.2	PRENUM PRESS 1973
103874		C1Mo0.85Ta0.15	NaCl	K	8.9	PRENUM PRESS 1973
103875		C1Mo0.8Ta0.2	NaCl	K	8.7	PRENUM PRESS 1973
103876		C1Mo0.75Ta0.25	NaCl	K	8.5	PRENUM PRESS 1973
103877		C1W1		K	1	PRENUM PRESS 1973
103878		C1Ti0.5W0.5	NaCl	K	6.7	PRENUM PRESS 1973
103879		C1Tc1		K	3.85	PRENUM PRESS 1973
103880		C1Ta0.2Zr0.8	NaCl	K	4.6	PRENUM PRESS 1973
103881		C1Ta0.4Ti0.6	NaCl	K	4.8	PRENUM PRESS 1973
103883		C1Ta1	NaCl	K	5.09	PRENUM PRESS 1973
103884		C0.848Ta1		K	2.04	PRENUM PRESS 1973
103885		C0.987Ta1		K	9.7	PRENUM PRESS 1973
103886		C1Ta1		K	11	PRENUM PRESS 1973
103887		C1Re0.06W1		K	5	PRENUM PRESS 1973
103888		C1Re0.01W1		K	1.3	PRENUM PRESS 1973
103889		Cd0.18Tl0.82		K	2.54	PRENUM PRESS 1973
103890		Cd0.17Tl0.83		K	2.3	PRENUM PRESS 1973
103891		Cd1Sn1		K	3.65	PRENUM PRESS 1973
103892		Cd0.97Pd0.03		K	4.2	PRENUM PRESS 1973
103893		Cd1Hg1		K	1.77	PRENUM PRESS 1973
103894		Cd0.3Hg0.7		K	1.7	PRENUM PRESS 1973
103895		Ca1Rh2	MgCu2(Laves)	K	6.4	PRENUM PRESS 1973
103896		Ca1Pb1		K	7	PRENUM PRESS 1973
103897		Ca0.1O3W1		K	1.4	PRENUM PRESS 1973
103898		Ca1Ir2	MgCu2(Laves)	K	6.15	PRENUM PRESS 1973
103899		C1W2		K	5.2	PRENUM PRESS 1973
103900		C1W2	Fe2N	K	2.74	PRENUM PRESS 1973
103901		Co0.5Rh0.5Si2		K	2.5	PRENUM PRESS 1973
103902		Co0.02Nb3Rh0.98	Cr3Si(A15)	K	2.28	PRENUM PRESS 1973
103903		Co1Lu3		K	0.35	PRENUM PRESS 1973
103906		Ce1Ru2	MgCu2(Laves)	K	6	PRENUM PRESS 1973
103907		Ce0.005La0.995		K	4.6	PRENUM PRESS 1973
103910		Ce1Co1.67Rh0.33	MgCu2(Laves)	K	0.47	PRENUM PRESS 1973
103911		Ce1Co1.67Ni0.33	MgCu2(Laves)	K	0.46	PRENUM PRESS 1973
103912		Ce1Co2	MgCu2(Laves)	K	0.84	PRENUM PRESS 1973
103913		Cr0.6Ir0.4		K	0.4	PRENUM PRESS 1973
103914		Co0.1Zr0.9	Mg	K	3.9	PRENUM PRESS 1973
103915		Co1Zr2	CuAl2	K	6.3	PRENUM PRESS 1973
103917		Co0.28Y0.72		K	0.34	PRENUM PRESS 1973
103919		Co1U1		K	1.7	PRENUM PRESS 1973
103923		Co1Si2	CaF2	K	1.4	PRENUM PRESS 1973
103924		Co0.3Sc0.7		K	0.35	PRENUM PRESS 1973
103925		Cr0.017U0.983		K	0.75	PRENUM PRESS 1973
103926		Cr0.1Ti0.3V0.6		K	5.6	PRENUM PRESS 1973
103927		Cr0.1Ru0.9	Mg	K	0.34	PRENUM PRESS 1973
103928		Cr2Ru1	sigma-CrFe	K	2.02	PRENUM PRESS 1973
103929		Cr3Ru1	Cr3Si(A15)	K	3.3	PRENUM PRESS 1973
103930		Cr0.8Rh0.2	Mg	K	0.5	PRENUM PRESS 1973
103931		Cr0.4Re0.6	sigma-CrFe	K	2.15	PRENUM PRESS 1973
103932		Cr0.8Os0.2		K	2.5	PRENUM PRESS 1973
103933		Cr3Ir1	Cr3Si(A15)	K	0.45	PRENUM PRESS 1973
103934		Cr0.72Ir0.28		K	0.83	PRENUM PRESS 1973
103935		Cr0.7Ir0.3		K	0.76	PRENUM PRESS 1973
103936		Cr0.65Ir0.35		K	0.59	PRENUM PRESS 1973
103937		Fe0.05Ni0.05Zr0.9		K	3.9	PRENUM PRESS 1973
103938		D0.13Nb1		K	9.12	PRENUM PRESS 1973
103941		Cu1Se1Te1	FeS2(marcasite)	K	1.6	PRENUM PRESS 1973
103943		Cu1S1Se1	FeS2(marcasite)	K	1.5	PRENUM PRESS 1973
103947		Cu0.15In0.85		K	3.75	PRENUM PRESS 1973
103948		Cs0.32O3W1		K	1.12	PRENUM PRESS 1973
103950		Ga0.7Pt0.3	CaF2	K	2.9	PRENUM PRESS 1973
103952		Ga1N1	ZnS(wurtzite)	K	5.85	PRENUM PRESS 1973
103957		Ga0.5Ge0.5Nb3	Cr3Si(A15)	K	7.3	PRENUM PRESS 1973
103958		Fe0.1Zr0.9	Mg	K	1	PRENUM PRESS 1973
103961		Ge0.29Nb0.71	Cr3Si(A15)	K	6	PRENUM PRESS 1973
103962		Ge1Nb3	Cr3Si(A15)	K	6	PRENUM PRESS 1973
103964		Ge1Mo3	Cr3Si(A15)	K	1.43	PRENUM PRESS 1973
103965		Ge2La1		K	1.49	PRENUM PRESS 1973
103967		Ga3Zr1		K	1.38	PRENUM PRESS 1973
103968		Ga1V4.5		K	9.15	PRENUM PRESS 1973
103969		Ga1V2.1	Cr3Si(A15)	K	6.3	PRENUM PRESS 1973
103972		Ga1Sb1	beta-Sn	K	4.24	PRENUM PRESS 1973
103973		H0.12Ta0.88		K	2.81	PRENUM PRESS 1973
103974		H0.05Nb0.95		K	7.83	PRENUM PRESS 1973
103975		H0.1Nb0.9		K	7.38	PRENUM PRESS 1973
103976		H00.33Nb0.67		K	7.28	PRENUM PRESS 1973
103977		Ge1.62Y1		K	2.4	PRENUM PRESS 1973
103980		Ge3Te4		K	1.55	PRENUM PRESS 1973
103982		Ge3Rh5		K	2.12	PRENUM PRESS 1973
103984		Ge0.5Nb3Sn0.5		K	11.3	PRENUM PRESS 1973
103986		Hg2K1		K	1.2	PRENUM PRESS 1973
103988		Hf1V2	MgCu2(Laves)	K	8.9	PRENUM PRESS 1973
103989		Hf0.99Rh0.01		K	0.85	PRENUM PRESS 1973
103990		Hf0.14Re0.86	alpha-Mn	K	5.8	PRENUM PRESS 1973
103991		Hf1Re2	MgZn2(Laves)	K	4.8	PRENUM PRESS 1973
103993		Hf0.76Nb0.25		K	4.2	PRENUM PRESS 1973
103994		Hf1N0.989	NaCl	K	6.6	PRENUM PRESS 1973
103995		H0.04Ta0.96		K	3.62	PRENUM PRESS 1973
103996		H0.08Ta0.92		K	3.26	PRENUM PRESS 1973
103997		In0.11O3W1		K	1.25	PRENUM PRESS 1973
103998		In0.5Nb3Zr0.5		K	6.4	PRENUM PRESS 1973
103999		In1Nb3	Cr3Si(A15)	K	4	PRENUM PRESS 1973
